"alpha","beta","gamma","nu"
"42","-0.377621882810103","-0.222298180392053","-0.752765061998973","-1.08177062480532"
"43","-1.83409187966866","0.69404509790289","0.227267814722881","-0.942627893266958"
"44","-1.55755284425551","-0.531415040309777","-0.843024845503438","-0.750518494649473"
"45","1.54144201741505","0.668737349537339","-0.691210399359365","-0.778046251055548"
"46","-0.441907885028303","0.67430304300829","0.209150206692518","1.10348595873916"
"47","-0.640404357715163","-0.899124940112089","0.868419629255292","-2.02255227460119"
"48","1.96371535440267","-0.281680533804919","-2.21079995935799","-1.16314901172814"
"49","0.257090232861776","-0.166599634544631","-1.3451259822424","-0.560775399808638"
"50","-0.757267317164542","-4.37264404960160","-0.555429454234199","-3.4352502575553"
"51","0.198856408370601","-0.493337963889112","0.589016295518173","0.764843741556324"
"52","0.224848131233902","-0.128644739432738","-1.38478318309368","-0.738912507773012"
"53","1.99325412541678","-1.04390493505662","-2.15583059420347","0.817670069961158"
"54","-1.26300790944754","-0.692084304358373","-1.05032372324973","-1.20632744099981"
"55","0.551105766383625","-0.324540935650393","-2.56039265537031","0.458788488756594"
"56","0.4246502155966","-0.165087124737822","0.54773920614938","-0.397700208461763"
"57","-0.92984006063691","0.996955748800502","1.33631985229499","0.234993211081584"
"58","-1.18129930676550","1.59030910925901","0.0941625238770695","1.12635600467206"
"59","-1.79121514482802","1.23495672723172","1.55006793735190","1.32571243987215"
"60","-0.248718868634012","1.35580859078230","-0.755605649865215","0.558013979748113"
"61","-0.303162722277529","0.626532895176478","0.67834769692802","0.408664277256336"
"62","0.658797993894069","0.99816549036116","1.88972820187398","1.02929790886334"
"63","0.427550376519392","1.10595806977674","0.582840962754405","-0.336189591442276"
"64","0.248760825166366","1.59418866655813","2.06624233226827","4.12845118717616"
"65","-0.830305153591164","-0.101722219724228","-0.847151706287832","-1.44619833135064"
"66","0.675363693240772","-1.48111464819674","-0.203363856390539","1.01216809881600"
"67","1.06075367605757","1.29823990946874","-0.573699833605217","1.61316341999171"
"68","-0.852736583514766","1.83018003270041","-0.59141903243799","-0.654365689510795"
"69","-0.613498794940199","-1.55311242256630","0.473653681303682","-1.13448712108422"
"70","0.182469603839499","0.819293793358027","-2.52039128349056","1.13126057580421"
"71","0.469707428887698","0.275382879981628","-0.652200000419682","-0.183591092899361"
"72","-0.454130654381918","0.690557179873414","1.29115301990514","-0.621340769623147"
"73","-0.0792939086952804","-0.215875165747554","0.0294606440902375","-1.25135392949627"
"74","0.314919760615378","-0.344222082250902","0.591831912385155","2.74583327860352"
"75","1.12462462279572","-0.371752273176949","1.25993904971487","-0.664309988992657"
"76","1.04393563720962","-1.53656851348436","0.534203124934088","0.49631810444094"
"77","0.383359962038997","-0.280892660106663","-0.557019842560211","0.401411018057074"
"78","-0.00790698900531965","-0.63142276090694","-2.62974464673280","-1.63409747218662"
"79","-0.706857289013068","-0.470874579608449","-1.18809265309985","-0.136813204220692"
"80","-0.0364991769255944","-0.183762641032331","-0.255765115143119","-2.87037816380585"
"81","-0.863534952381772","0.653288571918481","0.733680176817423","-2.08108981019221"
"82","0.413026115720071","-3.31912602507714","0.903055801051448","-2.10816956072259"
"83","-1.26517964463937","1.00160893955924","-2.22550904468975","-2.0362217520954"
"84","-0.866198589050386","0.473206896510821","-0.198460614503527","2.62208013338671"
"85","1.44104913915425","-0.134160427595092","-0.550016729413859","-0.270925350744588"
"86","0.645204239439726","-1.54536916493694","-0.84036192761034","0.776957618570495"
"87","-0.33063606351182","1.56963995120468","0.553876482318315","1.81928076547089"
"88","-0.691272747886305","1.20290113668573","-1.36322481335917","0.173805676569572"
"89","-1.52692816983792","-0.815473059792778","-1.39330637290111","1.22229316716672"
"90","-0.47167970542989","0.112332742470562","0.0350258967383978","-3.17066098539609"
"91","0.245814784044076","-1.01131427742380","0.0547781466361806","-0.114470885700886"
"92","1.36960667838852","-0.101435512339255","0.551275888940652","2.15378112143399"
"93","-1.19911215460695","-1.88117779482686","-1.20679000151494","-0.693584343343566"
"94","1.40092234773171","-0.257520647336118","-0.887111511258561","-0.805870428381673"
"95","0.226721413485902","-1.37014022713094","0.108449276040337","0.619970538988361"
"96","0.466315064328112","-0.895600103411406","0.42838663212131","0.295262563793656"
"97","0.543015129421554","-0.3466050264896","-1.07755657072641","-0.536223567350715"
"98","1.30154528011545","-0.513553699204155","-0.156752254660418","-0.0102613615035612"
"99","0.513880747376927","0.0690937513940292","-2.63078733270739","-0.9211347484757"
"100","-0.839369880575988","0.47721710489188","1.17347674125292","-0.432430774852457"
"101","0.167900511925220","0.0774498175875008","0.202313854535035","-2.05531827362456"
"102","-0.0955190152012413","-1.14997442228392","-0.762141530071992","0.385588278522232"
"103","0.143995643791622","-0.762814612924985","1.4531635587969","-0.714900931188498"
"104","-1.27071547769555","-2.52071526678883","-0.893875678163292","-0.337537451154057"
"105","-0.492224922145608","0.535172759126023","0.148755138543405","0.8186010543714"
"106","-1.08801207981188","1.67064432517217","0.89894234816373","-1.19716855681728"
"107","-0.192802369088733","0.586965465899992","0.162903300174454","1.91875482076312"
"108","-0.428850959297441","0.173741158421098","-1.43574174165840","-0.378322288435056"
"109","0.391733608573935","1.09438652259433","-1.33548041414705","0.0568308878232118"
"110","1.07392322079923","-1.00957150883810","-0.20299114773111","-1.53288558481983"
"111","0.0682872211514934","-0.714805702865245","0.473547680141449","-0.0176816546362619"
"112","0.488212920260027","-1.64849586409147","0.235164087071677","-0.0290518788734772"
"113","-0.317355190926674","0.618127541810285","1.10659501549258","1.86382355529913"
"114","-0.7464793211992","-0.958245032094609","2.06992323461171","-1.66288099857504"
"115","-0.0749262377857562","-2.04952442170341","1.39845286015352","-0.433696964013977"
"116","-0.0468158230248111","-0.570041907263782","0.655161676009035","2.19060189189622"
"117","1.49195215465691","1.56793902302871","-1.44086975186431","0.0394994633857643"
"118","1.25794413421776","-0.113736547380221","0.668146898622438","1.38850145514887"
"119","0.597580931552476","-1.70870738526895","-0.0339170989246493","-1.08798651722497"
"120","0.920293955093788","1.46171841741514","-1.29988551595120","1.50718882926282"
"121","1.45251156271502","0.759561073542266","1.51479987711483","0.301097638357561"
"122","0.331876130873492","1.73009686327048","-1.92268610497603","0.525718321663727"
"123","-1.85819627409930","1.41076069421109","1.11426647583832","2.06233127700038"
"124","-1.79511310484082","1.59995814812936","-0.270982520425305","0.321001867523656"
"125","-2.12552164564023","-0.686725750682912","-0.58381446216472","-0.441531018062277"
"126","-0.234121799733216","-0.946555206936787","0.465914160046604","-0.0445963998774206"
"127","1.70104164538585","-0.132693535337363","-1.88006135712161","1.06693770972369"
"128","-0.478272897554832","-1.80047237375601","0.667867930416634","0.145827516829132"
"129","0.229177803283032","1.05716001757665","-0.176528355563955","1.00941031523958"
"130","-1.01331916222291","1.28511330009503","1.50617708565113","0.468649816191842"
"131","0.564545842760232","-0.889769305269674","-2.20730541628869","-0.85068586841502"
"132","-0.310944770188068","1.19628582575872","-0.768266807357022","-0.717808649387721"
"133","0.943493603460533","0.841258630977947","-0.848884864100285","-0.9837719162325"
"134","1.59497700812292","2.25277312409893","0.73280755374","0.684567509800558"
"135","0.665418032286431","-0.954678543136566","1.22029588098396","0.7848997118885"
"136","-1.682122431084","1.20218839794301","-0.810249210212091","0.0768744987999519"
"137","-0.191236913017250","1.60553408922165","1.27216267992334","-0.486102197573278"
"138","-0.743276158745848","-0.00297014354941384","0.595747476775396","1.47394301166013"
"139","3.03315946509096","-0.252317387843473","-0.740877182266027","0.260092818531991"
"140","0.229355763131709","1.10231194618713","0.715193429045276","0.571136889140208"
"141","0.275080291041371","0.405431430768661","0.334100852883830","-0.679721267695701"
"142","-0.192829219210166","1.57081330214688","0.0674172065572495","1.4520224848252"
"143","1.66841720192625","-0.848465323024897","-2.33466626388099","-1.00305334557540"
"144","-0.337773169944190","-1.12098838199416","-0.149983486556445","0.901720932119793"
"145","-2.01649220980823","1.12250124361626","-0.786542030265871","-0.693311196270689"
"146","-0.613835481735629","-0.471307619751074","0.718663740517879","-0.0558457386700653"
"147","1.54766745892325","-1.07561832752658","0.662461759954973","-0.0327603365644704"
"148","-2.74227961773106","2.55748078869510","2.1225742293908","-1.44881292840785"
"149","0.347521804464795","1.10365676909981","-1.16913243897766","-2.26119583632615"
"150","1.18245295189051","-0.345883970512415","-0.627064634561847","0.404615314529152"
"151","0.102727005386804","-2.2036398276923","-0.717820523537031","-1.12875817014755"
"152","1.84515569716804","1.16050873740143","0.216352945579185","0.746398278420898"
"153","-1.02060219514099","-1.66647734207769","-0.151051873436643","-1.28945815907076"
"154","1.08316993006440","0.529262889762287","-0.168234622552433","0.974542581976154"
"155","-0.83165376392193","-0.546749546082011","0.918626541346516","1.03100219961121"
"156","0.176445155973852","0.951775095960774","-0.523737893995327","-0.725019738496151"
"157","-0.0211746835716389","0.303001188342786","0.251914165973014","0.0571027002033512"
"158","0.365985050587377","2.15751568076352","-0.323279642013155","-1.96895433585753"
"159","-0.241779335317982","-0.500492081629565","-0.608366463836902","-0.248381592666059"
"160","-1.24068591703579","-1.17991497285555","2.04928081775585","0.310108226279296"
"161","-0.501563681175991","0.774505139887621","-0.221547512663038","-0.103877094749282"
"162","0.359299317782504","-0.284496245746241","0.715388171165434","0.443889874405903"
"163","2.60833698124953","1.02757966741770","0.470366722800073","2.22752864502681"
"164","-0.234794222382448","-0.392788616236000","0.360982880469308","0.534776930232054"
"165","-0.960536993552091","-0.342656651565901","0.108382909958542","0.297835594162465"
"166","0.496412383618181","-0.226908164423918","2.19205524626699","0.101427176816464"
"167","2.27890287211762","1.26243998740027","-0.504580717220835","1.34501981571353"
"168","0.0166907221901367","-0.84881322477479","1.61672589042424","-1.13393736226323"
"169","1.46027347591535","-0.431894815715394","0.74408469010989","-0.322762810231779"
"170","0.511425497698449","0.240580974052287","0.229791479424541","-0.0362404388182778"
"171","0.333749660868637","0.71641682062482","0.316220745264064","0.682958480567673"
"172","-0.151295608288038","-0.382411250410409","0.582066262229121","0.308160235361941"
"173","0.386510579957173","-1.03559870733787","-0.939049982062844","0.547046787150518"
"174","-0.592316929225091","-0.382607698203286","-0.220913801376164","1.69711023591397"
"175","-0.513723304647201","-0.809868368030194","-0.583140231439062","-0.998064811053726"
"176","0.126991331398627","1.26054793131834","-1.05376263813876","1.58232648757256"
"177","1.92302052697152","0.780134777167645","0.375055935303788","0.394188657709278"
"178","0.0855115201725331","0.67575282780384","-0.559939752733589","0.070978041388918"
"179","0.111866058950944","0.286456065689773","1.94077288644010","-1.98352955929895"
"180","-0.188788506117057","-0.0982096881326292","0.599448550183466","0.597461226844878"
"181","-0.449076991436965","-0.321785746103305","-1.81352461128239","0.318885246384738"
"182","0.274819915870632","-0.572256939761266","1.28570219203913","-1.44981435552354"
"183","2.00854256607683","0.190614076537317","0.478733138540528","-0.389050970852013"
"184","-0.157292105347017","-0.838098012732735","-0.62728530663262","-1.02318946829817"
"185","0.469834567991564","-0.465777254860235","-0.131366402750186","1.08373949650442"
"186","0.430292374627255","-1.42303982146706","-1.48833126641122","-0.968463492716476"
"187","0.342039126368535","0.587869042405595","0.121749117488264","-0.909578113184644"
"188","-0.525347883951579","1.11881716285507","0.782569985789533","-0.689776314466193"
"189","-0.347897144493041","0.291573116522933","-1.57448622646083","-1.05419961445578"
"190","0.491321026320845","0.218908555042078","-1.08051302710399","0.0909382336048588"
"191","1.53141843755256","0.0173606650150338","-0.393344025658705","0.567091929643732"
"192","0.458143076911239","-1.73921951826089","0.542815980976577","2.51431806515939"
"193","2.17690592677843","-0.581566211362372","-0.584651074340918","1.62882673628160"
"194","0.652343440592253","-0.670695449099648","-0.671648011722245","1.71886933781575"
"195","0.481220549528663","-1.12947913451795","1.8963562218447","-1.12814281774471"
"196","-1.51832330642365","0.970959842102415","0.515735280165039","0.879840227300182"
"197","-1.64721994646981","-0.273345789698127","1.57078002128963","0.701760371360812"
"198","0.345786129753156","-2.61219515558443","0.606125329491481","-2.27742372465084"
"199","-0.913589906564048","1.52498185647677","-0.840691998143185","0.0712496321514225"
"200","-0.479818430981873","1.10761353896383","-0.251396858835236","-1.65521469209122"
"201","0.905439775158664","0.16977648269172","-1.55216304658439","-0.575330724062237"
"202","-1.21766114038898","-1.1473040505827","-0.431180305772606","-0.764280415626172"
"203","1.05919856762562","-0.644198105755905","0.104890356373121","-1.11777436308148"
"204","-3.10023865003894","-0.768023911690971","0.0231271072040410","-1.558190681994"
"205","1.69708954939977","-1.81600437265324","0.499029684103008","-0.572982502355736"
"206","0.487372582390075","-1.78423674537739","-0.279217501156827","0.208462363418899"
"207","1.04644469479201","-1.41598138135526","-1.28408168687775","-0.880421688226393"
"208","-0.469792200356803","0.56497513348219","-0.274564827245967","-0.794074327535908"
"209","-0.0236987155468617","0.902267819762685","0.501214400395023","-0.604710836682455"
"210","-0.207640510171126","2.5532292456796","1.98056223355331","1.73880385017899"
"211","0.196563135091335","-0.434661078856306","0.094171841547464","-3.21333608721646"
"212","-1.98480498840961","0.659606292370655","1.72780453141744","-0.495447959926048"
"213","1.70028938088342","1.7660159715652","-1.23040238143287","1.18421486155934"
"214","-1.21501920997170","0.272727696664436","0.372338731653098","0.509644554774734"
"215","-0.0711272713026523","1.00146765781240","1.08431242844319","2.61983348031245"
"216","0.329660089664707","-0.207097021246486","-0.112995338783865","0.720139107971335"
"217","-0.0130024805393919","-0.112616709880928","1.63529269055032","0.663541912818769"
"218","0.258923800129517","1.53237049394339","-1.14398198956753","-0.780001578140261"
"219","0.401244848328302","0.472475585218491","0.287862964829291","0.550109730640276"
"220","0.0683174148496846","-1.31672461620484","-1.42728884323871","-1.60882839486693"
"221","-1.51697402465769","0.836785633085428","1.30705020570839","-1.26653628354761"
"222","-0.357696287462130","-1.30782637390551","-0.276623342186019","0.700370484934487"
"223","0.962947715961032","1.32339302312631","1.18872167151968","1.54212299257672"
"224","0.106960180952218","1.46370828529913","-1.50932538033105","-0.000453871887796921"
"225","-0.463599765684897","0.123982482389386","-0.415551354503852","-0.0719634344571076"
"226","0.72951455706082","-0.706699177379426","0.389277295315223","1.99094663055167"
"227","0.640194032393394","0.911224225742753","-0.680713005220965","-1.01082414478751"
"228","0.93957045127404","0.153995309682794","1.03185257553748","-0.605955917732593"
"229","0.127702019388051","-0.115511626840295","0.378339737328585","2.36756150582432"
"230","-0.518327532227486","-1.21135803398067","-0.9560547210242","-2.81818232338519"
"231","-2.44008182965705","0.173177470593388","0.78322600650959","-0.785674061476197"
"232","1.33955865264611","-1.42643936110540","-0.53986272444295","-0.116912023541343"
"233","-0.19876064726279","-1.45594020671766","1.33059406858094","0.15626952762748"
"234","0.459076165624907","0.227051058463159","-0.826672225068181","1.24191083614836"
"235","-0.502571518123597","-1.84032882999044","-0.277249042560894","-0.294178106535386"
"236","-0.64334594570822","0.902500218306305","1.00724547724750","0.682906904518753"
"237","0.991959214681548","0.686051954620101","0.081284683599305","0.763897009934648"
"238","-0.291871483471163","1.15378281900927","-1.48347501652134","-2.10983755896013"
"239","-0.0845611570966179","-0.156432291409806","1.68764079870184","-1.71667921486420"
"240","-0.766852944295079","-0.240851688195145","-0.0415709652241933","-1.63178244311217"
"241","-0.621629301327614","-1.26361902490999","0.56603554128127","-0.606255164527885"
"242","0.0575914284773833","-0.283034234813412","-0.68855268698656","-0.76738204037418"
"243","0.804622347873514","-0.224510384137778","1.84467400914003","0.600204393501934"
"244","-2.70893532532306","0.446911297611941","1.46807605764101","0.987833957920057"
"245","0.439867012657164","2.45343086110253","-0.0296542250233013","1.69329782234817"
"246","0.092444826327235","0.349751968240103","0.112138146811829","-0.685541778561371"
"247","0.547832378515577","-0.576277531327692","2.75435535167657","0.129710814515314"
"248","1.30914269837012","-0.464194143095465","1.55800001945357","-0.861083864418366"
"249","0.80593233283568","0.176289598017700","0.387726986041143","-0.0270813608719602"
"250","-0.218210647460838","-1.95268651039321","-0.157409841496477","-1.88095615638289"
